m,x,b,y
-86,27,19,-2303
84,15,-1,1259
46,91,79,4265
11,-10,-47,-157
-93,-83,17,7736
3,87,-93,168
80,-99,88,-7832
-31,93,39,-2844
-18,45,-38,-848
-93,94,59,-8683
14,15,-57,153
-41,-3,-76,47
50,-74,73,-3627
-14,99,27,-1359
70,49,-12,3418
-14,-58,12,824
46,89,-68,4026
-40,38,28,-1492
88,96,-29,8419
36,79,89,2933
-79,87,-90,-6963
-45,71,45,-3150
97,30,79,2989
-48,69,-92,-3404
-13,-36,-67,401
43,70,89,3099
4,-10,53,13
81,60,-3,4857
-54,-66,-15,3549
65,0,-95,-95
32,30,-14,946
77,11,72,919
82,-94,-15,-7723
75,-18,-18,-1368
78,-7,-15,-561
-27,-85,24,2319
-95,72,-67,-6907
-14,76,-96,-1160
-87,2,-28,-202
44,-58,-24,-2576
60,26,-49,1511
-80,58,44,-4596
32,-20,-89,-729
-14,15,-18,-228
-81,58,-9,-4707
39,18,90,792
-79,-66,-4,5210
-50,-37,72,1922
-93,89,-47,-8324
44,35,-87,1453
27,-23,-11,-632
85,-48,-6,-4086
97,66,67,6469
-23,-82,-19,1867
-30,-76,-83,2197
-81,-36,-17,2899
42,15,-58,572
-17,10,65,-105
-21,-24,58,562
-5,60,-15,-315
-61,73,-43,-4496
29,47,28,1391
-19,18,-45,-387
-10,6,64,4
-56,72,56,-3976
77,-52,84,-3920
-15,86,-54,-1344
41,-16,5,-651
29,-50,-6,-1456
-1,-28,1,29
54,-23,36,-1206
43,-80,84,-3356
-50,-78,65,3965
29,-91,78,-2561
100,58,-66,5734
-95,-12,60,1200
-56,22,13,-1219
-75,6,-86,-536
95,-95,31,-8994
-33,-29,-1,956
43,-87,-80,-3821
-28,-77,-96,2060
93,97,-3,9018
-71,51,-32,-3653
34,6,-68,136
-17,89,-62,-1575
55,46,68,2598
-5,-2,-4,6
-50,38,24,-1876
-4,100,-2,-402
44,81,-13,3551
-95,-9,49,904
33,12,-32,364
96,-43,-61,-4189
2,90,17,197
91,0,89,89
-16,-96,-48,1488
-86,32,73,-2679
-5,-1,82,87
-65,93,-92,-6137
-88,-58,19,5123
-43,-29,-52,1195
95,84,-38,7942
89,-69,17,-6124
-97,-57,-3,5526
37,-81,4,-2993
66,0,-43,-43
97,-8,67,-709
66,16,47,1103
78,-86,-21,-6729
-48,15,78,-642
16,-5,59,-21
-50,-62,-76,3024
30,-17,-72,-582
-71,-100,-32,7068
58,-44,18,-2534
79,95,55,7560
73,-79,77,-5690
-30,17,-35,-545
31,41,96,1367
80,-40,-32,-3232
3,-32,15,-81
35,-2,43,-27
95,18,-35,1675
87,-33,-16,-2887
-72,59,70,-4178
52,-40,-52,-2132
24,-45,57,-1023
-90,74,17,-6643
-68,62,-18,-4234
92,-99,-19,-9127
-63,-24,28,1540
96,21,58,2074
3,58,-99,75
12,-86,61,-971
58,15,67,937
12,-75,-73,-973
-88,-76,50,6738
84,-38,77,-3115
46,7,-5,317
-34,-30,66,1086
-33,43,32,-1387
28,71,-99,1889
-31,-75,-83,2242
1,63,-56,7
9,-58,-51,-573
-26,38,49,-939
21,-93,7,-1946
100,-16,20,-1580
73,7,21,532
53,80,92,4332
-22,14,-40,-348
89,-23,-92,-2139
-49,-4,8,204
30,47,29,1439
-9,43,-73,-460
98,95,98,9408
-34,54,24,-1812
-47,-66,-37,3065
66,98,16,6484
-2,11,-66,-88
-99,-4,25,421
80,-91,-25,-7305
-82,98,18,-8018
-94,98,-31,-9243
-92,-76,14,7006
-79,-77,-48,6035
92,72,-77,6547
11,-7,-46,-123
-100,1,-38,-138
-66,57,77,-3685
-82,-73,60,6046
8,-57,19,-437
-57,77,-68,-4457
-88,91,30,-7978
-5,38,11,-179
-74,95,-25,-7055
26,-61,-20,-1606
-26,-14,61,425
42,8,14,350
-37,-23,34,885
59,-21,34,-1205
-8,84,-78,-750
-59,66,5,-3889
-76,27,55,-1997
-67,20,22,-1318
60,-13,-68,-848
5,69,100,445
79,-67,46,-5247
99,12,72,1260
-44,34,26,-1470
78,-93,35,-7219
49,38,40,1902
-59,-14,98,924
-10,-37,-46,324
-34,-67,54,2332
-75,93,89,-6886
-96,-25,20,2420
50,-23,-85,-1235
3,15,16,61
98,-46,-69,-4577
52,-22,67,-1077
76,75,-78,5622
-29,100,-29,-2929
26,-63,-33,-1671
-49,-16,-23,761
96,-65,26,-6214
-42,65,53,-2677
-18,-45,85,895
-90,38,29,-3391
11,3,12,45
-17,16,-46,-318
52,-51,-83,-2735
10,-28,57,-223
69,-82,35,-5623
68,-80,41,-5399
-14,-94,-68,1248
-13,-67,-12,859
61,-70,66,-4204
-37,2,-47,-121
-77,-33,32,2573
82,5,-40,370
-21,44,-10,-934
-84,75,-22,-6322
-70,1,50,-20
-28,53,-54,-1538
-100,-19,-63,1837
-59,26,38,-1496
-82,40,16,-3264
-29,17,-63,-556
11,92,41,1053
-99,-62,-92,6046
50,-59,44,-2906
33,-11,78,-285
44,-32,-11,-1419
12,76,93,1005
14,11,-30,124
96,-93,89,-8839
-66,-43,70,2908
-83,-16,82,1410
48,-80,59,-3781
26,38,91,1079
-19,-25,26,501
-11,12,92,-40
-73,-83,-80,5979
-83,46,-66,-3884
13,2,45,71
4,86,-42,302
-60,-46,95,2855
25,51,24,1299
-79,-61,-85,4734
-32,-78,-57,2439
83,46,40,3858
20,-96,3,-1917
60,95,-15,5685
91,-78,-29,-7127
-43,-12,-41,475
88,96,39,8487
-66,11,-57,-783
-30,-48,-53,1387
-18,73,-60,-1374
78,55,28,4318
52,-95,-78,-5018
47,-18,-95,-941
-98,-56,78,5566
57,-77,-67,-4456
-60,61,-21,-3681
94,-87,-16,-8194
-40,49,0,-1960
-61,44,-24,-2708
-17,-77,-54,1255
74,-10,20,-720
78,-26,83,-1945
77,0,34,34
-33,28,55,-869
-69,-41,64,2893
-43,-48,47,2111
33,89,30,2967
-16,-82,-25,1287
60,-70,-25,-4225
-20,-74,98,1578
-88,94,93,-8179
87,-1,8,-79
5,6,53,83
64,-90,84,-5676
33,-27,69,-822
-88,21,86,-1762
-13,25,-8,-333
-82,-83,-63,6743
69,26,94,1888
20,-87,73,-1667
15,-42,-99,-729
-47,3,-85,-226
-2,-72,20,164
42,-86,88,-3524
-72,-98,86,7142
-35,72,95,-2425
-94,22,83,-1985
-60,41,50,-2410
3,37,27,138
38,-48,-32,-1856
-1,34,22,-12
-22,36,-81,-873
-33,84,100,-2672
-95,-71,48,6793
-24,-2,36,84
-50,-91,5,4555
17,-71,-45,-1252
80,-74,29,-5891
46,79,-75,3559
-21,18,25,-353
4,-54,-26,-242
-67,22,79,-1395
52,-91,-44,-4776
-10,-37,13,383
-90,-11,4,994
72,96,49,6961
57,51,13,2920
96,-6,-38,-614
-24,50,5,-1195
26,91,79,2445
-94,91,43,-8511
37,-55,39,-1996
-58,55,56,-3134
-72,20,15,-1425
-69,21,-8,-1457
-59,-79,15,4676
33,28,-57,867
-86,54,-42,-4686
-78,-88,61,6925
-26,30,-41,-821
100,67,-43,6657
-75,-73,42,5517
-25,-79,63,2038
52,97,88,5132
-50,78,-98,-3998
-10,96,5,-955
-23,10,-27,-257
-45,-74,66,3396
-90,-98,-21,8799
34,85,-90,2800
-6,36,13,-203
79,30,66,2436
-53,71,-21,-3784
-31,-96,85,3061
78,-2,42,-114
-13,-1,24,37
-57,38,-67,-2233
15,88,37,1357
66,75,7,4957
-32,31,34,-958
57,-37,97,-2012
-80,8,-22,-662
-47,99,98,-4555
90,48,3,4323
-84,36,-40,-3064
92,100,44,9244
-40,-13,32,552
83,93,-17,7702
6,-79,92,-382
-5,-81,5,410
-62,0,27,27
49,67,95,3378
17,-95,31,-1584
-61,6,0,-366
-83,10,-57,-887
-5,39,29,-166
-35,-52,84,1904
88,-78,-48,-6912
15,43,-1,644
55,27,24,1509
-76,-29,83,2287
-62,41,-84,-2626
88,40,4,3524
-44,29,57,-1219
0,37,-17,-17
-72,-41,37,2989
58,-19,68,-1034
-60,43,-76,-2656
-39,8,-17,-329
-47,-67,67,3216
-99,-77,11,7634
-7,66,26,-436
62,-29,62,-1736
5,-67,68,-267
-61,81,89,-4852
-93,74,15,-6867
91,81,59,7430
62,-76,12,-4700
96,32,22,3094
-84,80,76,-6644
-64,-95,-97,5983
-29,77,55,-2178
-29,43,77,-1170
-91,-70,51,6421
56,-14,-28,-812
-16,-40,-98,542
-32,50,32,-1568
-28,-28,31,815
9,-61,88,-461
-20,-61,-24,1196
66,-58,30,-3798
-55,-62,-43,3367
87,-69,-59,-6062
39,-29,12,-1119
-88,56,76,-4852
-60,-26,51,1611
52,75,22,3922
40,55,57,2257
-100,76,87,-7513
86,-57,24,-4878
90,-99,-66,-8976
91,-80,-17,-7297
4,42,49,217
41,13,7,540
93,86,-16,7982
92,-58,56,-5280
-3,-28,-21,63
-80,-78,70,6310
-49,-8,99,491
98,-85,-54,-8384
-54,99,-93,-5439
-76,26,38,-1938
9,-50,-42,-492
-68,22,-50,-1546
51,-67,-75,-3492
85,3,17,272
-16,8,90,-38
-25,-20,80,580
70,83,61,5871
31,-87,-76,-2773
-5,20,-7,-107
14,2,60,88
71,76,33,5429
-57,-19,-100,983
89,-36,53,-3151
-45,-96,1,4321
-94,-3,82,364
12,4,-9,39
1,41,-82,-41
-16,-83,58,1386
-49,2,-34,-132
25,-19,-83,-558
52,-29,-87,-1595
22,47,-1,1033
-41,27,3,-1104
-67,-69,-14,4609
-4,-83,-30,302
7,-22,72,-82
31,-43,95,-1238
-47,-32,99,1603
-3,-32,6,102
-65,50,-49,-3299
13,22,48,334
-1,-31,-45,-14
27,-60,13,-1607
83,-26,72,-2086
81,41,47,3368
80,17,87,1447
91,98,77,8995
-57,-67,68,3887
87,8,72,768
30,80,-55,2345
58,74,36,4328
66,-83,-46,-5524
6,-52,60,-252
-3,-100,-25,275
78,74,26,5798
-53,-40,-37,2083
-76,43,-86,-3354
-72,-38,-6,2730
-35,-19,23,688
-55,-61,38,3393
-70,63,98,-4312
85,-100,-20,-8520
-75,-43,-42,3183
56,90,92,5132
29,-76,-29,-2233
97,-77,13,-7456
84,-55,57,-4563
-19,3,-50,-107
-67,-36,-1,2411
-36,28,44,-964
24,72,70,1798
-43,-97,-36,4135
-70,-10,62,762
-92,-72,13,6637
47,-25,-89,-1264
35,-14,99,-391
-81,-45,-100,3545
98,77,-36,7510
77,-21,-42,-1659
-55,36,43,-1937
-92,-67,-59,6105
-95,45,-6,-4281
-88,-63,66,5610
-40,48,98,-1822
-26,-26,41,717
-56,18,14,-994
80,-19,-13,-1533
-6,-98,-29,559
-40,-41,-34,1606
-1,99,60,-39
-4,-26,14,118
10,98,89,1069
-68,-37,98,2614
-41,-34,67,1461
84,99,-82,8234
-80,79,8,-6312
1,-92,77,-15
-51,-62,-65,3097
96,-55,87,-5193
-90,58,-92,-5312
-27,-97,-94,2525
17,54,-10,908
-22,-11,-7,235
31,94,-76,2838
-1,-78,0,78
-97,-88,-95,8441
37,97,51,3640
31,12,14,386
-100,91,-81,-9181
6,89,24,558
44,-35,-56,-1596
-42,40,83,-1597
-55,40,-79,-2279
-71,71,98,-4943
-24,73,73,-1679
6,-3,-4,-22
-87,-39,2,3395
55,-83,-28,-4593
20,-81,-17,-1637
26,-46,-30,-1226
60,-8,-49,-529
23,-12,-3,-279
-4,-93,-6,366
94,-59,10,-5536
-70,4,-52,-332
80,35,-9,2791
-49,63,-39,-3126
-47,0,89,89
-1,100,96,-4
-49,-55,68,2763
-50,73,-83,-3733
-88,4,-10,-362
-30,84,-37,-2557
56,5,-67,213
-96,-34,-100,3164
63,-90,-35,-5705
-32,42,8,-1336
-34,-79,-54,2632
97,-2,42,-152
-60,9,-6,-546
75,-48,-100,-3700
-52,-29,-52,1456
37,-46,-6,-1708
-62,8,-76,-572
55,16,-26,854
-35,-93,-18,3237
42,-2,66,-18
-29,-38,20,1122
44,83,-24,3628
18,-33,1,-593
92,95,-84,8656
61,27,61,1708
-79,71,71,-5538
88,-100,-16,-8816
38,50,-78,1822
66,-90,22,-5918
87,44,10,3838
88,-32,48,-2768
26,-27,9,-693
59,85,40,5055
-29,-42,-85,1133
32,-23,99,-637
-33,-50,-86,1564
31,-34,-9,-1063
5,-31,-90,-245
-40,-36,48,1488
-44,-30,46,1366
-75,-68,-14,5086
88,-78,29,-6835
92,9,33,861
48,10,-21,459
40,46,91,1931
61,74,84,4598
23,65,-57,1438
15,31,84,549
10,-48,-7,-487
48,93,24,4488
-47,49,-78,-2381
-70,7,-27,-517
32,50,-49,1551
89,62,71,5589
-88,33,-61,-2965
-38,-45,-1,1709
-26,87,65,-2197
-87,78,38,-6748
18,-47,-62,-908
42,73,13,3079
-69,-43,83,3050
-56,-61,14,3430
27,-34,-23,-941
-42,59,55,-2423
77,-59,86,-4457
-38,-35,77,1407
39,-40,-91,-1651
-70,82,43,-5697
-96,71,59,-6757
46,0,33,33
100,-99,-11,-9911
-61,20,-55,-1275
-47,15,-91,-796
-30,88,84,-2556
88,85,-19,7461
29,-66,-46,-1960
33,-41,-35,-1388
-61,4,28,-216
-56,-56,-80,3056
-71,-47,51,3388
-20,8,85,-75
-9,75,99,-576
13,-39,38,-469
-24,-51,-29,1195
-13,-23,-41,258
2,-54,12,-96
-35,60,-5,-2105
-98,-99,-52,9650
11,-98,5,-1073
13,50,10,660
-80,6,42,-438
-70,49,74,-3356
5,13,-75,-10
-42,-46,-12,1920
99,-3,-34,-331
34,-63,-90,-2232
73,94,28,6890
46,-87,-29,-4031
-76,18,-16,-1384
-56,-91,100,5196
8,-28,-14,-238
-8,32,85,-171
9,98,73,955
-86,-76,-98,6438
-56,95,57,-5263
-89,-66,95,5969
-47,88,78,-4058
68,47,-92,3104
-42,19,62,-736
-86,-60,-52,5108
-39,36,-16,-1420
-66,79,-68,-5282
-85,91,9,-7726
71,-94,10,-6664
-67,-27,-42,1767
86,-64,-72,-5576
89,-87,-37,-7780
-85,-93,-63,7842
79,-41,-97,-3336
40,92,-30,3650
-19,18,-3,-345
-77,32,82,-2382
-20,-26,-72,448
77,-63,-47,-4898
-1,-58,-63,-5
-31,63,95,-1858
20,-59,-4,-1184
18,69,-99,1143
7,95,-22,643
74,-98,-4,-7256
-67,-75,-24,5001
-39,-59,35,2336
-27,-30,28,838
22,78,-21,1695
14,-71,-43,-1037
-32,77,-28,-2492
49,4,81,277
67,45,-92,2923
59,90,-67,5243
-90,-100,-19,8981
-75,-78,52,5902
-31,46,99,-1327
7,-45,57,-258
-84,-79,-95,6541
-13,-28,-85,279
2,4,-69,-61
-90,-88,27,7947
57,2,57,171
44,-20,1,-879
88,53,-23,4641
-96,-96,-76,9140
24,52,97,1345
16,-95,-32,-1552
26,88,30,2318
72,99,27,7155
58,-77,42,-4424
90,12,52,1132
36,18,-45,603
78,69,-22,5360
38,2,62,138
-44,-10,-6,434
-17,-22,-13,361
-84,26,-48,-2232
51,-37,-46,-1933
4,-23,-38,-130
-83,-27,-69,2172
-96,-98,73,9481
1,57,76,133
-3,-26,4,82
-29,-11,39,358
71,-35,-86,-2571
-27,-44,-60,1128
-48,8,5,-379
74,27,-89,1909
-64,-44,68,2884
72,0,61,61
-53,-98,-49,5145
-63,-25,29,1604
57,-81,2,-4615
21,75,91,1666
77,-20,44,-1496
-59,-89,-57,5194
49,-68,91,-3241
-80,2,-56,-216
51,42,97,2239
48,44,93,2205
-36,-46,88,1744
-54,-79,21,4287
-97,68,-100,-6696
81,49,33,4002
4,-87,62,-286
-45,-29,-32,1273
53,79,51,4238
39,-92,-32,-3620
-38,71,95,-2603
-14,-93,-13,1289
62,-28,49,-1687
95,-52,65,-4875
61,-14,-18,-872
88,-2,-10,-186
3,-88,-57,-321
32,-72,-46,-2350
-95,-60,6,5706
-96,3,9,-279
-21,69,89,-1360
-43,29,-17,-1264
11,11,-35,86
-14,93,72,-1230
6,74,-14,430
21,-94,88,-1886
39,94,24,3690
57,57,-57,3192
-59,-20,87,1267
-42,58,87,-2349
-32,-35,-15,1105
-93,48,-15,-4479
-66,21,82,-1304
-55,57,-84,-3219
-32,36,-99,-1251
71,35,-29,2456
1,1,32,33
-32,-78,-70,2426
-12,-87,40,1084
-85,81,54,-6831
-62,39,56,-2362
-88,-42,-50,3646
64,22,-93,1315
-36,2,50,-22
38,90,42,3462
2,-57,15,-99
72,-2,82,-62
-13,83,81,-998
-40,93,-63,-3783
11,-3,37,4
6,17,52,154
28,67,-79,1797
-51,-87,-8,4429
-38,-23,-91,783
-74,-84,-6,6210
-20,9,28,-152
39,-71,64,-2705
12,-43,70,-446
-98,13,-70,-1344
15,-17,67,-188
-43,-93,88,4087
33,90,-78,2892
-64,91,80,-5744
91,46,-89,4097
-49,-12,-52,536
79,50,26,3976
-50,99,62,-4888
-56,-47,-70,2562
71,-26,-12,-1858
92,30,-3,2757
83,14,36,1198
-2,-55,-85,25
-64,6,21,-363
81,-13,-66,-1119
0,-51,50,50
-77,-76,-84,5768
-1,-86,-75,11
16,41,75,731
-99,11,89,-1000
-29,44,-57,-1333
-47,-86,-55,3987
46,-69,8,-3166
18,49,-99,783
97,89,-26,8607
-21,-90,33,1923
66,98,-77,6391
96,-16,-10,-1546
-58,64,-81,-3793
-98,-47,-16,4590
94,-37,14,-3464
-46,-31,-21,1405
67,-15,66,-939
-77,-51,44,3971
-34,13,-44,-486
-32,22,-15,-719
-11,-22,-17,225
32,96,-38,3034
75,4,43,343
95,9,-36,819
44,86,90,3874
71,60,86,4346
-74,59,-72,-4438
90,10,59,959
-40,-47,2,1882
-3,-64,56,248
-45,41,72,-1773
3,81,88,331
24,90,-5,2155
-47,-53,-65,2426
97,-26,-24,-2546
-92,-5,8,468
-67,-41,48,2795
18,21,-31,347
-85,-27,-100,2195
97,54,-84,5154
-32,-59,-26,1862
-39,23,3,-894
-89,16,-98,-1522
-74,-49,68,3694
-71,54,-61,-3895
-67,-7,67,536
100,89,46,8946
-41,-21,99,960
2,-91,-51,-233
-45,77,71,-3394
55,56,-37,3043
59,59,0,3481
1,75,-78,-3
-39,89,-69,-3540
-60,46,-32,-2792
93,-15,26,-1369
-83,8,-94,-758
-32,70,87,-2153
-54,36,-59,-2003
42,-9,-6,-384
15,68,-2,1018
-84,-8,-92,580
79,92,8,7276
7,-97,73,-606
78,54,-87,4125
44,67,-60,2888
71,66,79,4765
85,99,-3,8412
-51,-26,-93,1233
79,83,-63,6494
80,-100,54,-7946
-6,-13,69,147
-99,-81,37,8056
91,-28,-79,-2627
-50,64,-60,-3260
54,58,98,3230
-69,60,-40,-4180
80,40,-81,3119
-34,77,33,-2585
81,-38,12,-3066
-55,-20,-30,1070
-46,-67,20,3102
-30,89,-48,-2718
-13,-48,49,673
-19,-48,-37,875
-61,52,88,-3084
-68,15,66,-954
-75,-80,48,6048
-50,4,91,-109
12,75,35,935
-41,55,15,-2240
40,56,-93,2147
53,-78,47,-4087
-24,-67,-71,1537
70,-8,-68,-628
-63,81,25,-5078
-79,49,-13,-3884
99,7,22,715
10,83,-68,762
77,-7,-65,-604
-80,86,11,-6869
-62,26,-97,-1709
66,96,11,6347
-36,1,-59,-95
-30,-5,-15,135
-90,23,-30,-2100
65,74,98,4908
54,-13,-80,-782
0,-92,37,37
-90,39,-3,-3513
33,62,-36,2010
99,-89,86,-8725
-14,32,23,-425
84,98,18,8250
25,58,-31,1419
-49,-4,97,293
-13,13,38,-131
-39,-95,86,3791
-61,-76,27,4663
88,-64,-10,-5642
78,-96,-18,-7506
-17,78,-55,-1381
92,-31,-34,-2886
-48,10,73,-407
-38,89,-47,-3429
-22,98,7,-2149
60,-23,0,-1380
-57,-90,50,5180
84,-11,100,-824
-9,11,62,-37
-30,26,90,-690
-82,31,-16,-2558
27,96,51,2643
-29,-72,93,2181
4,24,21,117
-26,-58,-65,1443
38,57,47,2213
-78,70,67,-5393
-52,-87,-82,4442
73,-79,88,-5679
100,32,-49,3151
16,-8,75,-53
71,26,32,1878
-19,36,29,-655
36,-44,-62,-1646
12,-82,-92,-1076
-87,-81,20,7067
23,-15,36,-309
99,-26,-80,-2654
28,-64,-85,-1877
45,0,-50,-50
-49,-90,-65,4345
85,-19,-38,-1653
-76,-12,7,919
-91,-11,-10,991
-14,21,21,-273
17,-94,54,-1544
-24,100,-36,-2436
46,-84,-60,-3924
-8,-27,41,257
-72,78,-12,-5628
93,-78,46,-7208
1,-75,-66,-141
-46,-26,-76,1120
-19,77,-49,-1512
34,-46,3,-1561
94,-90,10,-8450
77,-9,-64,-757
78,-24,-97,-1969
62,93,6,5772
34,68,-86,2226
92,-29,22,-2646
51,-84,81,-4203
31,27,-59,778
75,83,100,6325
-31,48,-79,-1567
78,-5,-48,-438
62,57,38,3572
74,-64,11,-4725
97,90,45,8775
-63,14,-51,-933
66,99,76,6610
18,-17,93,-213
-40,80,-89,-3289
75,50,31,3781
-57,-63,72,3663
-36,-60,7,2167
55,-22,-17,-1227
-87,-72,61,6325
-96,72,-47,-6959
20,-10,-83,-283
-37,13,85,-396
11,6,-8,58
-81,-46,17,3743
1,21,-24,-3
-40,24,-56,-1016
-77,2,5,-149
18,59,-5,1057
-17,59,-76,-1079
71,79,-89,5520
28,41,-29,1119
-6,20,-10,-130
30,-48,49,-1391
-81,-73,9,5922
-26,55,93,-1337
89,37,41,3334
10,23,68,298
-77,13,-84,-1085
-14,64,56,-840
-97,-41,93,4070
-28,-22,-87,529
29,75,85,2260
-9,-43,-42,345
9,63,86,653
-88,52,58,-4518
22,-1,1,-21
21,-90,93,-1797
-68,-26,95,1863
80,75,30,6030
-5,2,75,65
-78,-63,-41,4873
-71,8,-38,-606
88,-11,-18,-986
-80,-53,-55,4185
-9,89,-20,-821
22,78,-39,1677
-88,23,-39,-2063
31,-1,-57,-88
-4,92,-18,-386
68,-99,31,-6701
67,-11,46,-691
91,14,33,1307
-4,-72,-89,199
-16,72,69,-1083
19,-88,-86,-1758
51,17,-100,767
-9,-55,48,543
-54,47,88,-2450
86,26,-19,2217
-29,10,84,-206
-9,-53,39,516
6,-60,-44,-404
-11,10,28,-82
88,-81,67,-7061
-24,-4,-23,73
-68,57,-96,-3972
38,46,91,1839
87,-29,-95,-2618
32,5,-84,76
-67,34,40,-2238
96,27,76,2668
23,-63,-28,-1477
-47,-18,61,907
49,5,-20,225
-86,51,36,-4350
-98,10,78,-902
-17,-30,-60,450
89,-80,21,-7099
7,95,48,713
-83,-60,-36,4944
-92,17,73,-1491
46,-74,88,-3316
-8,24,85,-107
-23,75,-89,-1814
75,-77,88,-5687
97,65,25,6330
24,-85,-81,-2121
81,-98,-25,-7963
34,-85,-7,-2897
-25,19,35,-440
99,-17,-9,-1692
53,12,49,685
-64,88,21,-5611
91,14,-13,1261
-75,93,-79,-7054
12,-30,83,-277
-85,-86,62,7372
-14,-97,87,1445
-89,33,-61,-2998
49,-39,71,-1840
-44,-56,-26,2438
-97,-24,-79,2249
64,10,-36,604
100,-14,-46,-1446
-37,-63,-48,2283
93,-70,59,-6451
77,-18,-27,-1413
39,-8,72,-240
24,-11,-44,-308
8,51,20,428
97,-89,72,-8561
31,-24,83,-661
-39,-39,71,1592
23,100,41,2341
-98,-84,-90,8142
-66,22,47,-1405
4,-14,-15,-71
-64,-52,-13,3315
-63,61,5,-3838
-64,10,55,-585
80,3,81,321
-10,63,-72,-702
-55,91,-19,-5024
38,73,-2,2772
-47,-83,-63,3838
30,-62,31,-1829
49,51,55,2554
-82,-30,64,2524
-95,-35,57,3382
6,-29,18,-156
49,3,-68,79
45,-59,90,-2565
-4,-62,-52,196
-36,97,-77,-3569
33,92,69,3105
-56,-52,-76,2836
19,74,4,1410
-91,97,63,-8764
-1,-56,41,97
-37,52,-69,-1993
-18,51,-84,-1002
-44,84,-34,-3730
-94,-91,-39,8515
51,-16,-34,-850
-7,-65,-100,355
-69,-3,75,282
-11,-39,32,461
41,99,-79,3980
-71,10,29,-681
73,-11,-24,-827
27,-3,-44,-125
43,57,-72,2379
-51,-29,-46,1433
-32,39,-17,-1265
-1,-42,-35,7
64,87,-22,5546
-52,-53,89,2845
24,10,14,254
-21,-97,-71,1966
-67,-44,-3,2945
-44,75,-30,-3330
-24,33,-70,-862
7,95,-35,630
7,-76,11,-521
57,62,12,3546
-5,-56,98,378
10,-79,26,-764
82,-20,-53,-1693
25,67,31,1706
-39,-53,-82,1985
-6,-68,0,408
8,89,48,760
74,37,67,2805
87,-62,-86,-5480
-87,71,27,-6150
-27,66,53,-1729
72,17,-39,1185
-11,31,38,-303
-49,30,-6,-1476
-13,19,-3,-250
-10,-21,-78,132
64,67,29,4317
81,83,-91,6632
68,-69,73,-4619
-66,-16,-87,969
-85,9,-11,-776
74,33,11,2453
-38,-51,52,1990
51,-4,-39,-243
-29,-27,-4,779
-91,-44,28,4032
44,26,0,1144
51,-72,31,-3641
-21,-92,40,1972
0,-78,23,23
47,-91,35,-4242
21,-14,-9,-303
-32,-40,51,1331
-73,-26,40,1938
28,10,-32,248
-22,6,-24,-156
-44,69,-32,-3068
53,73,100,3969
90,37,6,3336
-53,-65,-20,3425
79,87,58,6931
2,-9,-1,-19
-73,-4,62,354
-94,7,-58,-716
-49,45,22,-2183
-26,75,-23,-1973
42,1,39,81
-12,-39,17,485
-83,90,94,-7376
-68,-76,-85,5083
-44,50,39,-2161
-72,0,95,95
45,13,76,661
-92,55,-26,-5086
72,39,-94,2714
-88,13,-3,-1147
-76,77,-9,-5861
4,-45,81,-99
74,52,-97,3751
-59,54,48,-3138
-13,-44,-47,525
55,58,-54,3136
-4,-71,17,301
-4,43,36,-136
18,57,9,1035
24,-35,77,-763
-60,-13,-95,685
-33,-8,86,350
93,78,-21,7233
35,72,-28,2492
56,55,-58,3022
-6,-63,-6,372
91,-29,-35,-2674
-80,2,55,-105
-78,-60,-8,4672
-13,53,-66,-755
70,32,-10,2230
-83,7,-53,-634
35,76,8,2668
-99,28,-92,-2864
9,75,-76,599
19,-6,-21,-135
95,-25,33,-2342
18,80,-35,1405
-58,68,-16,-3960
-49,-100,83,4983
73,13,-39,910
-45,69,97,-3008
-56,-12,-24,648
78,-3,-17,-251
-12,-13,96,252
-89,-63,-59,5548
-53,31,-25,-1668
-98,-7,-84,602
-65,-69,-16,4469
78,-98,44,-7600
-92,23,3,-2113
-92,-98,-34,8982
-16,2,-90,-122
-48,-79,-1,3791
82,78,58,6454
95,-32,44,-2996
-90,84,35,-7525
-56,14,-38,-822
52,-82,-26,-4290
51,-64,-63,-3327
-72,96,92,-6820
17,19,29,352
-62,-71,-98,4304
40,78,-16,3104
-48,9,40,-392
-48,81,-78,-3966
-6,51,-90,-396
-94,64,-56,-6072
77,42,55,3289
32,-1,-79,-111
-16,52,-99,-931
54,-96,34,-5150
85,39,19,3334
32,-100,23,-3177
-4,75,62,-238
87,16,-38,1354
-79,-32,-60,2468
-78,92,-94,-7270
-9,-10,-62,28
-40,-62,-18,2462
29,61,-33,1736
-48,-76,82,3730
57,96,46,5518
-7,-81,93,660
8,81,76,724
-63,34,32,-2110
51,-91,-27,-4668
98,11,-39,1039
-21,-95,-84,1911
-96,8,-69,-837
-32,-10,-79,241
68,-78,50,-5254
54,-34,-34,-1870
-83,-75,35,6260
21,67,-50,1357
-21,-76,11,1607
-39,16,87,-537
50,92,-85,4515
-2,44,25,-63
-94,12,5,-1123
-65,58,38,-3732
29,43,-44,1203
73,47,10,3441
25,-32,-9,-809
39,15,95,680
-31,35,-93,-1178
55,-72,59,-3901
18,-69,-26,-1268
-40,-12,24,504
-62,44,-38,-2766
-8,62,72,-424
-68,10,-62,-742
-27,-81,4,2191
83,-45,-50,-3785
58,-46,-14,-2682
-76,87,20,-6592
-8,-40,-58,262
38,-87,-84,-3390
-8,11,27,-61
-73,-46,-65,3293
-35,-70,73,2523
